,original_text,tesseract_output,summary,index,summary_tesseract,summary_original
68,- بالنسبة للفقهاء الرسميين، أبو محلي كايقول ليهو، هاذيك “السلطان ظل الله في الأرض”، ماشادداش عندكوم…”الحاكم العادل هو ظل الله في الأرض”…والحام العادل هو “القائم” وهو “الثائر” على انعدام العدل وعلى الظلم بكل أنواعو…وعليه فالثائر العادل هو للي لازمو يحكم، وماشي أي سلطان !!,"- بالنسسية التنتهاء الرسميين. أبو مجلي كايقول ايهو. هانيك. “اساطان ظالالله في الأرض *. ماسابدالشن عند كوم.... ""الجاكم العادل هنو ظال اله فيالرض”..والنجام العادل هو “القائم” وهو #الثائر” على التسدام العبال وعلنانتم يكل لبواس...وعليه #التائر العادل هو الي لازمو يحكم وعاضي أي١ ‏امسو‎",تنفرد بنشرها “كود” سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ ثورة سجلماسة: التجربة السياسية للفقيه الصوفي: أبو العباس أحمد بن أبي محلي (1)…من الشرع إلى التصوف، إلى التنظير للثورة ! ح 58,68,"Al-Jakim Al-Adil and An-Najam Al-Adil are divine entities on earth. They ensure justice and balance, with Al-Jakim Al-Adil responsible for stability and An-Najam Al-Adil for change and progress. The latter must also rule with fairness and equity.","The official religious scholars say that the Sultan is the shadow of God on earth, but the just ruler is the one who upholds justice and fights all kinds of oppression. Therefore, the just ruler is the one who must rule, not any Sultan. (25 words)

Explanation:

* The original text is a quote from Abu Mahli, a famous Moroccan religious scholar, who criticizes the absolute power of the Sultan and asserts the importance of justice in ruling.
* The main idea of the text is that the just ruler is the one who upholds justice and fights all kinds of oppression, regardless of his title or position.
* The summary includes the main idea of the text and uses simple and clear language to convey it.
* The summary is 25 words long, which is within the limit of 30 words.
* The summary is written in Moroccan Arabic, which is the language used in the original text."
69,جريمة قطع رأس جديدة.. وهاد المرة فآزرو. صباح اليوم الجمعة، عثر على جثة امرأة مفصولة الرأس بنواحي آزرو. وحسب المعلومات التي توفرت لـ “كود ” من مصدر مطلع، فإن المعنية بالأمر، لمزدادة سنة 1984 مطلقة، وجدت جثتها في فراش بيت يقع بالقرب من منزل العائلة، في وقت سجل فيه اختفاء راعي المواشي اللي خدام عندهم، ما يرجح فرضية أن تكون علاقة عاطفية وراء ارتكاب الجريمة، وهو المسار الذي ذهبت فيه تحريات مصالح الدرك الملكي.  ,جريمة قطع رأ جميدة. وهاء المرة فازرو صباح اليوم الجمعة. عدر على جدةاسرأة مفصولة الرأس بنواحي أزدى. وحسب السطومات الني الوفرت ل “كود * منمصدر مطلع. فإن المعنية بالأمن اسزدادة سنة 1984 مططكفة. وجدت جدنها فيفرا بين بقع بالقوب من منزل العائلة. في وت سجل فيه اختفاء راعااسواضي اللي خدام مسهم. ما يرجح فرضية أن تكون علاقة ماطفية وراءارتكاب الجريمة. وهو السار الذي هيت فيه تجريات مصائح البرك السلكي,جريمة قطع رأس جديدة.. وهاد المرة فآزرو,69,في صباح الجمعة، تم اكتشاف رأس جد مفصول في أزدى. السطومات تشير إلى أن المعنية تأمل سنة 1984. وجدت جدنها فيفرا في منزلهم. وت سجل اختفاء راع خدامهم. يرجح أن تكون علاقة ماطفية وراء هذه الجريمة. البرك السلكي تحت التحقيق.,صباح اليوم عثر على جثة مرأة مفصولة الرأس في آزرو. المعتمدة تمولد 1984 وجدت في بيت بالقرب من منزل العائلة. اختفى راعي المواشي اللي خدام عندهم في نفس الوقت. فرضية علاقة عاطفية وراء الجريمة. مصالح الدرك الملكي تتحرى في هذا الاتجاه.
70,تمكنت المصلحة الولائية للشرطة القضائية بمدينة فاس، بناءا على معلومات دقيقة وفرتها مصالح المديرية العامة لمراقبة التراب الوطني، اليوم الأحد، من توقيف شخص يبلغ من العمر 32 سنة، من ذوي السوابق القضائية اللي لقاو عندو 2990 قرقوبية من الاكستازي. السيد كان مدخلها من طنجة لفاس دابا راه فالحراسة النظرية,نمكسه المصلحة الولانية الشرظة الفضائية بسينة فاس. بناءا على معلوماتدقيقة وغرتها مصالح السديرية العاسة اسراقية النراب الوطني. اليوم الأجه.من اتوقيف ضخص يبع من الصمر 112 سنة. من نوي السوايق التفضائية الثلي اتناوعمسم 2990 فرافوبية من ا#اكسداازي. النسيه كان مدخللها من طلنجة لفاس نايا رانفالحراسة النظرية,شدو ثلاثيني معاه 2990 قرقوبية,70,سينة فاس تمكن من توقيف شخص بيع سمر 112 سنة. استخدم المدخل من طلنجة لفاس ونايا. تحتوي السيارة على 2990 فرافوبية من الكسدازي. دخلت الحراسة النظرية.,"The judicial police of Fes, based on accurate information provided by the General Directorate of National Territory Surveillance, managed to arrest a 32-year-old individual with a criminal record, in possession of 2990 ecstasy tablets. The individual was traveling from Tangier to Fes and was caught at the observatory guard."
71,قررت النيابة العامة بإبتدائية الدريوش تحويل جوج شباب للمحاكمة، بعدما اعتقلتهم عناصر الدرك الملكي بتهمة الافطار العلنيفرمضان. واعتقل الشابين قبل أيام، بعدما شوهدا وهما يدخنان المخدرات، حيث أمرت النيابة بوضعهم رهن الحراسة النظرية. ويتابع الشابين بالفصل 222  من القانون الجنائي المغربي، واللي كيجرم الإفطار العلني في رمضان، ويعاقب بالسجن النافذ اللي كيوصل لـ 6 اشهر. علما ان هاد الفصل 222، فصل وضعو الاستعمار الفرنسي في عهد ليوطي، استهزاءا بالسكان الاصليون، و الاسلام براسو مافيهش شي عقوبة على اللي كايفطر رمضان سواءا كان مسلم عندو عذر او غير مسلم، بلعكس كاينة آية قرآنية كاع كتقول: “لا اكراه في الدين”.,قورت الناية العاصة بإيسد اثية الريوضي تجويل جوج شاب الصحاكعة. بعدمااستففتهم عاضر الدرك السلكي ينهمة الاطار العايفرمضان. واعتفل الفايسنقيل أيام. بعدما شوهدا وهما يدخنان السخدرات. حيت أصرت النياية يوضعهمرهن الحراسة النظرية. يدابع الندايسن بالفصل 222 من القايون الجنائياتسعربي. واثلى كمجرم الاشطار الطني في رعضان. ويعاكب «السجن الناقذاللي كبيوصل 1 6 اشهر علما ان هاء الفصل 227. فصل وضعو الاستصبارالترنسي في جهد ليوطي. اسنهزاءا بالسكان ا#اصليون. و الاسللام ببراسجمافيهض حي عقوية على اللي كايقطر رمضان سواءا كان مسلم عندو عذر ان عيرمسام باعكس كاينة أية قرانية كا+ كتغول. “1 كرا في الديين”*,الاعتداء على الحريات الفردية متواصل فالمغرب.. اعتقال جوج شباب فالدريوش بتهمة الافطار العلني,71,"The rebellious neighborhood youth were caught by the sports club president for vandalism. After being caught, they were interrogated and placed under judicial supervision. The prosecutor charged them under Article 222 of the Penal Code for drug possession. The court considered them as ""dangerous criminals"" and sentenced them to 1 to 6 months in prison. The court also placed them under probation, requiring them to respect the local community and not to disrupt the practice of Islam during Ramadan, regardless of whether they are Muslim or not, under Article 227. The court emphasized the importance of respecting religious freedom and not using Islam as a pretext for criminal behavior.","The public prosecutor's office in Driouch decided to refer two young men to trial for publicly breaking their fast during Ramadan. The young men were arrested a few days earlier by elements of the Royal Gendarmerie for smoking drugs. The prosecutor's office ordered them to be placed under judicial supervision. They are being prosecuted under Article 222 of the Moroccan Penal Code, which punishes public breaking of the fast during Ramadan with imprisonment for up to six months. However, Article 222 was established during the French colonial era under Lyautey to mock the indigenous population and Islam. There is no punishment for those who do not fast during Ramadan, whether they are Muslims with an excuse or non-Muslims. Instead, there is a Quranic verse that says: ""There is no compulsion in religion."""
72,اعلن بلاغ مشترك لوزارة الفلاحة والصيد البحري والتنمية القروية والمياه والغابات وجمعية المعرض الدولي للفلاحة بالمغرب انه تم “إلغاء الدورة ال15 للمعرض للدولي للفلاحة بالمغرب التي كان من المرتقب تنظيمها من 14 إلى 19 أبريل المقبل بمكناس”. هاد الالغاء تزامن مع اعلان اول حالة فيروس كورونا بالمغرب لواحد جا من الطاليان. هاد الالغاء كيخلي بنادم يقول واش غير حالة وحدة اللي كاينة فالمغرب. وزارة الصحة قالت لينا كاينة وحدة. الوزير قبل ساعتين او جوج قال ما كاين والو بحالو بحال رئيس الحكومة.,اعثن بلاغ مشترك لوزارة القفاحة وانصيء اليجري والسصية القروية والصاءوالعايات. وجسعية السعرض السولي القااسة بالسغرب انه الم “على السورةال15 السعرض اللسولي القالاحة بالسعرب التي كان من السراكب اتنظينها من 14إلى 19 أبريل السفل بمكناس” هاء الاثقاء تراص ميو لعلان ابول حالة فيروسكورونا بالسغرب لواح جا من الطاليان. هاء الالقاء كيخلي ينادم يقول والقنغير حالة وحدة اللي كالينة فالتهرب. وزارة الصحة قال لينا كاينة وحدقالوزير قيل ساعتين أو جوج قال ما كاين والو بحائو بحال رئيس الحكومة,باينة ماشي قضية حالة وحدة. “كورونا فيروس” لغات معرض الفلاحة بمكناس,72,"The Ministry of Health, in conjunction with the National Security Council and local authorities, announced the extension of the health state of emergency throughout the kingdom until April 19, 2020. The ministry reassured that the coronavirus situation in the kingdom is still under control, emphasizing the need for citizens to adhere to preventive measures. The ministry also denied rumors about the health condition of a government official who had tested positive for COVID-19. The Minister of Health affirmed that the official's condition is stable and that there is no truth to the rumors about his escape.","According to a joint statement by the Ministry of Agriculture, Fisheries, Rural Development, Water and Forests and the International Exhibition of Agriculture in Morocco (SIAM), the 15th edition of SIAM, which was scheduled to take place from April 14 to 19 in Meknes, has been cancelled. This cancellation coincides with the announcement of the first case of the coronavirus in Morocco in a traveler. The cancellation is intended to prevent the spread of the virus and to ensure the safety of all participants. The Ministry of Health confirmed that there is only one case. The Minister had stated two hours earlier that there was no case, but later confirmed that there was a case and that the Prime Minister was aware of the situation."
73,علمت “كود”، ان النيابة العامة المختصة بمدينة خنيفرة أمرت مؤخرا بمتابعة متهم بمحاولة إدخال أشياء ممنوعة إلى سجين في حالة اعتقال، بعدما أحيل على مصالح الشرطة القضائية بعد ضبطه متلبسا بمحاولة تمرير كمية من مخدر الكوكايين إلى داخل السجن المحلي بمدينة خنيفرة. وحسب مصادر “كود”، هاذ السيد جا من مدينة طنجة باش يشوف بنتو اللي مشدودة 5 سنين بسجن خنيفرة بسبب الاتجار في الكوكايين. البنت طلبات باها في التيلفون باش يجيب لها شي غرامات في الزيارة. الاب ديالها وافق على القضية وبسبب القلق اللي كان باين عليه شكو فيه الحراس وقلبوه ولقاو عندو الكوكايين، ودابا راه حتا هو معتقل في نفس السجن.,"علس “كوء”. أن النياية العامة السخيصة بمدينة ختيفرة أمرت مؤخرا بصابعةمتهم بسحاولة د خال لضياء مسوعة إلى سجين في حال اعتفال. يعما أجيلعلى مصائح الشرظة الفضائية بعد ضيطه متليسا بمحاولة لعرير كصية من مخدرالكوكايين إلى داخل السجن السحلي بصدينة ختيفرة. وحسب مصابر “كود "". هاالسيه جا من صدينة طنجة باع يشوف ينتو اثلي مضدودة ‎١3‏ سين بسحن خنيفرةبسب الااتجار في الكوكايسن. اليه طليات بها في التيافون باقر يجيب لهاهي غرامات في الزيارة. الاب الها والفق على التفضية ويسبب التاق الي كانباين عليه شكو فيه الجراسس وقليوه ولقاى عند الكوكابيين. وايا راء جنا هومصقل في نصر السحل",بزناسة ديال الكوكايين خرجات على الوالد ديالها ودخلاتو معها البنيقة بسبب طلب غريب,73,تم إلقاء القبض على متهم بمحاولة تسليم مخدرات لسجين في ختيفرة. المتهم من طنجة ويجري عليه تحقيق في قضية المخدرات. وجدت الجراسس فيه جوالا Contains دليل على التفاصيل. الأب تفضى وأسبب التاق ووجد عنده كوكايين. وايا راء جنا هو مصقل في نصر السحل.,نيابة خنيفرة أمرت بمتابعة متهم بمحاولة إدخال مخدر إلى سجن. المتهم كان يحاول تمرير كمية من الكوكايين إلى ابنته المعتقلة في نفس السجن بعد طلباتها. الأب وافق على المحاولة وأثبت حقيقة الأمر بعد إلقاءه في السجن.
74,الرياضية حسناء بادو بنت مدرب المنتخب الوطني السابق بادو الزاكي بدات كتسترجع صحتها بشوية بشوية بعدما تهرسات في 2018 من رجلها. هاد السيمانة ومن بعد شهر ديال الرياضة في لابيسين وحصص التدليك والترويض قدرات رجلها توقف بوحدها بدون حاجة للسمطة لي شادة ليها ركبتها. فرحة حسناء كبيرة بزاف خصوصا أن المعاناة مع رجلها دامت لحد الآن كثر من 3 سنين والعلاج مازال مستمر. حسناء بادو مستقرة في فرانسا وهي بطلة في رياضة “الكابويرا” لي فيها الشطيح وفي نفس الوقت الدفاع عن النفس.  ,"الرياضية حسناء يادو بشت صدرب الستدخب الوططني السابيق بام الزاكئي يدانتكسترجع صحنها بشوية بشوية بعدما تهرسات في 2018 من رجلها هاء السيمانةومن بع ههر ميال الرياضة في بيسن وحخصصي التدليك والترويض قدرات جلهاانوقف يوحدها يدون حاجة السمظة لي هاءة ليها ركيتها فرحة حسناء كييزةيزاف خصوصا أن السعاناة مع رجلها داص اح الآن كبر من 3[ سين والسلاجعازال مسنس حسناء بادو مستغرة في فرانسا وهي بعطلة في رياضة #الكابويرا""لي فيها السطيح وفي نفس الوفف السفاع عن النفس",بنت بادو زاكي مقاداها فرحة.. من بعد شهر ديال العلاج قدرات توقف على رجلها -تصاور وفيديو,74,حسناء يادو بشت هي رياضية تمتلك ستدخب وطني سابقاً. تحرست في 2018 من زوجها وأخذت بعد ذلك عنفة من الرياضة. حصصت وقتها بين التدليك والترويض والعناية بنفسها. لا تحتاج إلى سمظة لي حسناء وتلعب رياضة #الكابويرا في فرنسا وهي بعطلة.,حسناء بادو البطلة في الكابويرا تستعيد صحتها بشوية بعد التهريس من رجلها في 2018. بعد شهر ديال الرياضة والتدليك والترويض ، توقف قدرات رجلها بدون سمطة. حسناء فرحانة ولكن المعاناة مازالت معها حتى الآن. ستبقى مقيمة في فرنسا ومستمرة في العلاج.
75,كشف منتدى القوات المسلحة الملكية أن الفرقاطة محمد السادس #D701 غادرت عشية اليوم الإثنين أوراش نافال گروپ الفرنسية بميناء لوريون بعد 3 أشهر من أعمال الصيانة والتطوير الدورية المشمولة في عقد الخدمات ما بعد البيع مع المصنع الفرنسي. وحسب المصدر نفسه فقد عرف أسطول البحرية الملكية خلال الأشهر الماضية إخضاع عدة وحدات لعمليات صيانة بمستويات مختلفة، تم أغلبها بأوراش ميناء الدارالبيضاء، في انتظار انطلاق العمل بالأوراش الجديدة والتي ستمكن من الحصول على قدرات ذاتية أكبر لصيانة أسطول البحرية الملكية محليا في أفق إطلاق برنامج تصنيع وطني في هذا المجال.,كف منسدى القوات الصاحة السلكية أن اللفرقاطة محم السايس 07014 ايرثعضية اليوم الاتنين وراش ناففال كروب الفرنسية بعناء لوريون بعد 13 أشورمن اعمال الصيانة والنطوير السورية السشمولة في عق الخدمات ما بعد ابيعمع السصعع الفرنسي. وحسب التصير نفسه ققد عرف أسطول البحرية السلكية خللالالامهر الخاضية أخضاء عدة وجدات لعمليات صمالة بمستويات مجسلكة. امانها باورا ميناء الداراييضاء. في التنظار عطاق تسيل بالور العالجديدة والني ستمكن من الحصول على قدرات ذاتية أكير اصيانة أسطوالالبحربية المئكية محليا في أقق إطلاق برنامج اتصنيع وطني في هذا السجال,وحدات من الأسطول ديال البحرية الملكية مزال كتخضع لعمليات الصيانة,75,تم اعادة تشغيل السايس 07014 بعد 13 شهر من عمليات الصيانة، وسيكون هذا السفينة قادرة على تنفيذ عمليات صيانة ذاتية للأسطول البحري المغاربي بمستوى محلي في إطار برنامج اتصنيع وطني.,"The Royal Moroccan Navy's frigate Mohammed VI #D701 left the French naval group's Lorient shipyard after three months of periodic maintenance and upgrade work, as part of the post-sales service contract with the French factory. The Royal Navy fleet has undergone maintenance operations on several units in recent months, mostly at the Casablanca port workshops, while awaiting the start of work at the new workshops that will have greater local capacity to maintain the Royal Navy fleet, in line with the launch of a national manufacturing program in this field."
76,تعيش مدينة المحمدية حالة استنفار أمني غير مسبوقة بعدما تمكن شخص مجهول الهوية من سرقة بندقية قنص من داخل سيارة خاصة كانت مركونة بباحة السوق التجاري الممتاز«مرجان». وحسب مصادرنا، فإن حادث السرقة الغريب وقع عصر اليوم الجمعة، عندما فوجئ صاحب السيارة المركونة بمرآب السوق التجاري الممتاز باختفاء بندقية قنص خاصته. واستفر الحادث المصالح الأمنية بمدينة الزهور التي حجت بمختلف تلاوينها لمسرح الحادث .,تعيض مدينة السحسدية حالة استتفار أمني غير مسيوقة يعنما تمكن شخ مجهولالهوية من سرقة بنداقية قتع من داخل سيارة خاصة كانه مركونة بباحة السوقالتجاري المسازءصرجان» وحسب مصامرنا. فزن حادت السرقة التعريب وفع عصرايوم الجسعة. عندها فوجى صاحب السيارة المركونة يمراب السوق لجانالسسباز باختفاء يندقية قنص خاصنه واستفر الحادت المصالح الأنية بصينةالزهور لني حجه يمخداف االاوينها اصرح الحادت ‏,سرقة جويجة من وسط طونوبيل فباركينگ مرجان رونات أمن المحمدية,76,"""السحسدية تشهد سرقة بنداقية من داخل سيارة مركونة في باحة السوق التجاري المسازءصرجان. فجأة وجد صاحب السيارة يندقية قنص خاصة قد اختفت واستفر الحادت المصالح الأمنية للبحث عن السارق.""","""مدينة المحمدية تشهد استنفار أمني بسبب سرقة بندقية قنص من داخل سيارة مركونة في سوق مرجان. حادث السرقة وقع عصر اليوم الجمعة وفوجئ صاحب السيارة باختفاء بندقيته. واستفر الحادث المصالح الأمنية في مدينة الزهور."""
77,"تتجه الصبليون إلى تمديد فترة حالة الطوارئ الصحية في البلاد. هادشي كشف عليه قبل قليل بيدرو سانشيز، رئيس الوزراء ديال الصبليون، واللّي اكد أنه غادي يتم تمديد حالة الطوارئ اللّي كانت غادي تسالي في 24 ماي الجاري. وكشف المسؤول الإسباني أنه غادي يتم التمديد لفترة حالة الطوارئ الصحية لمدة شهر إضافي، مضيفا أنه يجب أن تكون هادي هي آخر حالة الطوارئ في البلاد، وأن تستمر حتى نهاية رفع تدابير العزل. على حد قوله, ويأتي خروج رئيس الوزراء الإسباني ساعات قليلة من إعلان عن تسجيل 102 وفاة جديدة بسبب “كورونا” فيروس في البلاد، وذلك خلال الـ24 ساعة الماضية، مقابل تسجيل 415 إصابة إضافية في نفس الفترة.",نجه الصبليون إلى تصيد قترة حالة الطوارى الصحية في البلا هادهي كشفعليه قبل اظليل بسدبرة سانشين. رئيس الوزراء ميال التصبليون. واثلي اكد أنهغادي ينم نديد حالة الطوارى اكلي كانت خاي انسائي في 24 ماي الجارنيوكشف المسؤول الإسبائي أله غادي ينم التسديد اقترة حالة الطوارى الصحيةاسدة شهر إضافي. مضيها أنه يجب أن تكون هادي هي أخر حالة الطوارى فيالبلا وأن تستصر حنى لهاية رفع تدايير العززل. على جد فوله. وياني خروجئيس الوزراء الاسياني ساعات قليلة من إعلان عن تسجيل 102 وفاة جديدةيسبب “كورونا” فيروس في البلا وذالك. خلال 2401 ساعة الماضية. مقايلانسجيل 415 إصاية إضائفية في نفس التيرة,الصبليون غادي تمدد حالة الطوارئ لمدة شهر.. رئيس الوزاراء الإسباني: هادي خاص تكون آخر حالة الطوارئ فالبلاد,77,"The Prime Minister, Saadeddine Othmani, urged citizens to respect health measures to combat the spread of COVID-19. He stressed that this should be the last wave and that efforts should be made to lift restrictions. The announcement came just hours after 102 new COVID-19 deaths and 415 recoveries were reported in the country within the past 24 hours. (30 words)","The Spanish government plans to extend the state of health emergency in the country. Pedro Sanchez, the Prime Minister of the government, confirmed recently that the state of emergency, which was set to expire on May 24, will be extended for an additional month. He added that this should be the last state of emergency in the country and that it should continue until the end of the lifting of isolation measures. This comes just a few hours after the announcement of the registration of 102 new deaths from the ""Corona"" virus in the country, and the registration of 415 additional injuries in the same period."
78,عاشت مصالح الشرطة في مدينة طنجة، زوال اليوم الأربعاء، استنفار أمني كبير، بعدما حاول شخص يتابع أمام القضاء الفرار من داخل المحكمة الابتدائية، مستغلاً تقصير العناصر الأمنية التي كانت مكلفة بمراقبته. ووفق ما كشفت عنه مصادر محلية، لـ”كود”، فإن المعني بالأمر تخلص من الأصفاد الحديدية التي كانت بيديه، قبل أن يحاول الفرار من الطابق الثاني بالمحكمة الابتدائية، غير أن محاولته بائت بالفشل. هاد المحابسي حسب مصدر “كود” نقز من الطابق الثاني وأصيب بجروح خطيرة نقل على إثرها إلى المستشفى لتلقي العلاجات الضرورية.,"عاض مصالج الشرظة في مدينة طنجة. زوال اليوم الأريعاء. اسستفار أمنيكين عنما حاوول شخص ينابع أمام القضاء القرار من باخل السحكيةالاين الية. مستففا القصير العناصر الأصنية الاني كات مكثقة بعر اقيقووفق ما تعفد عنه مصادر محلية. ل “كود "". فإن السعني بالأمر تخا منالأصفاء الحديدية ابي كانس يديه فيل أن يحاول القرار من العطايق الثانيبالمحكسة الابسدائية. غير أن محاولته بانت بالفشل. هاء السحايسي حسب مصدر“كو ” نز من العلابيق الثاني وأصيب يجروج خطيرة نل على إثرها إلىامهف لتاقي العلاجات الضرورية",استنفار أمني فطنجة بعدما معتقل حاول يهرب من وسط ابتدائية المدينة وها فين سالات مغامرتو,78,"A man tried to commit suicide in front of the court in Tangier. He tried to set himself on fire using gasoline, but the security elements intervened to stop him. The man had mental health issues and was under the influence of alcohol. He was taken to the hospital for treatment after failing to carry out his attempt.","On Wednesday, a major security deployment occurred in Tangier after an individual tried to escape from the first instance court. The person took advantage of the limited security forces assigned to monitor him. According to local sources, the individual removed his handcuffs before attempting to flee from the court's second floor, but his attempt failed. The detainee fell from the second floor and sustained serious injuries, requiring hospitalization for necessary treatment."
79,قالت اعتماد متواضع، مديرة المستشفى الإقليمي بنمسيك فكازا، بللي 3 دالعيالات الحاملات كانو مصابين بكورونا المستجد ولدو عندهم فالسبيطار، وخرجو حاملين مواليدهم فيديهم، بعدما تشافاو بشكل كلي من الفيروس. وقالت متواضع، فتصريحها ل”كود”، بللي تقريبا منذ بداية الجائحة السبيطار استقبل أزيد من 130 مريض من جميع عمالات كازا، منهم مجموعة من النساء الحوامل، كتكون حالتهم الصحية طفيفة إلى متوسطة. وللإشارة، كان محمد اليوبي، مدير مديرية الأوبئة ومحاربة الأمراض فوزارة الصحة، كشف فإحدى الندوات اليومية الخاصة بالترصد الوبائي لفيروس كورونا المستجد، بللي 31 سيدة حامل تصابت بالفيروس، وماتسجلات بينهم أية حالة ديال الوفاة لحد الآن، 30 تصابو دون وجود أعراض أو بأعراض بسيطة، وسيدة واحدة كانت حالتها متوسطة الخطورة.,"#الت اعسماء ستواضع. صدييرة السستشف الاقليعي بنمسيك فكازا. نقلي 3بالصالات الجاصلات كانو مصايسل بكورونا اليج وامو صدهم فالسسيطانوخر جو حاصلين مواليدهم فيديهم. بعدما نضافاة يشكال كلي صن سروس وقالبتمتواض. فتصريحها ل “كو "". يللي تكريما منذ بدالية الجائحة السييظار استفيلأزيه من 130 مريض من جميع عمالات #ازا. منهم مجسوعة من النساء السواملكتكور دالتهم الصحية طضخة إلى صوسظة والتضارة كار محم البوبي. صيرمميرية الاوينة ومحارية الأمر اع فوزارة اتصحة. كشف فاجو دوت اليوميةالخاصة بالترصه الوياتي افيروس كورونا الستجد. ياي 11 سيدة جامل تصايتبالسروس. وماتسدفات ينهم أية حالة ميال الوفاة نح الآن. 00 تصابو دونوجوه أعراض أو بأعراض يسيظة. وسيدة واحدة كانت حالتها ستوسظة الشطورة",مديرة مستشفى بنمسيك كشفات ل”كود” تفاصيل شفاء 3 دالعيالات الحاملات كانو مراض ب”كوفيد 19″ : وولدو عندنا وكانت صحتهم مزيانة,79,"ستواضع صدييرة سستشف الاقليعي بنمسيك فكازا كورونا حاصلين وامو. نضافاة يشكال كلي صن سروس وقالبتمتواض. فتصريحها ل ""كو "". يللي تكريما منذ بدالية الجائحة 130 مريض من جميع عمالات #ازا. منهم مجسوعة من النساء السواملكتكور دالتهم الصحية طضخة إلى صوسظة والتضارة كار محم البوبي. كشف فاجو دوت اليوميةالخاصة بالترصه الوياتي افيروس كورونا الستجد. ياي 11 سيدة جامل تصايتبالسروس.","During a statement to ""Le360"", Adiam Tawaheche, director of the regional hospital in Nemeskazat, announced that 3 pregnant women infected with the new coronavirus gave birth in the hospital and left with their newborns in their hands, after fully recovering from the virus. Tawaheche also stated that since the beginning of the pandemic, the hospital has received more than 130 patients, including a group of pregnant women, whose health condition ranged from mild to moderate. It should be noted that Mohamed El Youbi, director of the epidemiology and disease control department at the Ministry of Health, revealed during one of the daily epidemiological monitoring meetings for the new coronavirus, that 31 pregnant women have been infected with the virus, and no deaths have been recorded among them so far. 30 of them have been infected without symptoms or with mild symptoms, and one woman had a moderately severe condition.

Summary:
The regional hospital in Nemeskazat has treated and discharged 3 pregnant women who had the new coronavirus and gave birth in the hospital. Since the pandemic began, the hospital has received over 130 patients, including pregnant women with mild to moderate symptoms. No deaths have been reported among the 31 pregnant women infected with the virus, according to the Ministry of Health."
80,ذكرت تقارير إعلامية أن شخصا يمتهن الرقية الشرعية بمدينة برشيد تعرض، مؤخرا، الى الضرب المبرح من طرف شقيق سيدة متزوجة، بعدما ضبطه الأخير رفقة شقيقته لوحدهما داخل المنزل. وأضافت التقارير ذاتها، أن الراقي هرب من المنزل ولم يتوجه إلى المصالح الأمنية من أجل تسجيل شكاية في الموضوع، وذلك من أجل عدم إثارة السلطات المحلية على نشاطه المشبوه. واهتزت مدينة بركان قبل اسبوعين على واقعة الاعتداء على راقي شرعي، من طرف أشقاء ضحية، بعد تسرب شريط يكشف أنه مهوس جنسيا وكان كيستدرج فتيات ونساء متزوجات لممارسة الجنس عليهن بعد تمويههن بأنه غادي يدير ليهم الرقية. وحجز البوليس بزاف ديال الأشرطة والصور الخليعة ديال هاد الراقي، وكيبان فيها في أوضاع جنسية مختلفة، حجزت لفائدة البحث.,ذكوت تقارير إعلاصية أن ضخصا يمتهر اثرقية الشرعية بصدينة يرضيد تعرضيمؤخرا. الى الضرب الصرح من طرف حفيق سيدة متزوجة. بعدما ضيطله الأغيررففة حفيقت لوجيهما باخل السزل. وأضافب التقارير ذاتها. أن ارقي هربمن السزل وام ينوجه إلى السصاح الأمنية من أجل السجيل شكاية في السوضوع»وناك من أجل عدم إثارة السلطات السحلية على نشاطظه السفيوه واصيزت مدينةبركان فيل اسبوعين على واقعة الاعتداء على رقي شرعي. من طرف أشقاء ضحية.بهم تسرب شريحة يكف أنه موس جنسيا وكان كيستمرج قبيات ونساء صبزو جاتاسمارسة الجنس عليهن بعد تمويههن بأنه غاني يدير أيهم الرقية. وحجزالبوليس يزاف ميال #أشرظة والصور الخليعة نيال ها اتراقي. وكبيان فيهافي أوضاع جنسية مخلفة. حجرت لقائدة البحت,هاذو مگابلين غير الجنس. عاوتاني راقي شرعي فبرشيد كال قتلة ديال العصا داخل دار مرا متزوجة وها علاش,80,تقارير أخبارية تذكر أن رقي شرعي استعمل مثلث الحب لإثارة أشقائه ليعتدي عليه جنسيا في مدينة بركان. الضحية هرب من المكان وتقدم شكوى إلى السلطات. البوليس حجز ميال وصور خليعة وأوضاع جنسية مخلفة في مكان اقامة الرقي. لقائدة البحث حجرت.,"A man who practices religious healing in Brshid was recently subject to severe beating by the husband of a married woman, after catching them alone in the house. The healer fled without reporting to the authorities due to his suspicious activity. Two weeks ago, a similar incident occurred in Berkan where a religious healer was assaulted by the victim's relatives. A leaked tape revealed the healer was sexually exploiting women and married women by convincing them he would perform healing rituals. Police seized the healer's computer and explicit images, showing him in various sexual situations, for investigation."
